job_title,job_type,salary,job_skill,gaji_perbulan,clean_text,label
logistics executive / senior logistics executive,Full-time,"USD 45,000 - 82,500 / YEARLY",excel data analysis,"3,750 - 6,875",logistics executive / senior logistics executive excel data analysis,procurement
art director,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",art director excel,administration
community manager wfh,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",community manager wfh communication,management
nursery caregiver teacher,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",nursery caregiver teacher communication,administration
executive sales east coast,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",executive sales east coast excel,sales
medical executive based in kuantan,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",medical executive based in kuantan communication,administration
sales executive based in kajang - hq,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",sales executive based in kajang - hq excel,sales
merchandiser outsource,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",merchandiser outsource communication,administration
apac finance business partner kl pj,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",apac finance business partner kl pj communication,finance_accounting
inventory cum purchasing clerk,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",inventory cum purchasing clerk communication,procurement
assembly technician / engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",assembly technician / engineer communication,digital_marketing
retail sales associates johor,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",retail sales associates johor excel,sales
logistics warehouse coordinator,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",logistics warehouse coordinator communication,procurement
staff nurse/ nurse aide,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",staff nurse/ nurse aide communication,administration
jewelry sales supervisor english mandarin,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",jewelry sales supervisor english mandarin excel,sales
communications senior executive/assistant manager asia pacific,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",communications senior executive/assistant manager asia pacific communication,management
event marketing executive,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",event marketing executive excel,digital_marketing
clinic radiographer,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",clinic radiographer communication,administration
customer service agent chat email support e-commerce project april intake,Contract,"USD 60,000 - 99,000 / YEARLY",excel,"5,000 - 8,250",customer service agent chat email support e-commerce project april intake excel,customer_service
multimedia lecturer,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",multimedia lecturer communication,administration
senior quality assurance officer sqao medical laboratory,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",senior quality assurance officer sqao medical laboratory communication,software_dev
sourcing clerk,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",sourcing clerk communication,procurement
operations manager,Full-time,"USD 75,000 - 100,000 / YEARLY",excel data analysis,"6,250 - 8,333",operations manager excel data analysis,management
customer experience manager,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",customer experience manager excel,management
product management executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",product management executive communication,administration
manager - complaint handling qa,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",manager - complaint handling qa communication,management
guest experience assistant supervisor,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",guest experience assistant supervisor excel,administration
junior internal communications brand officer,Internship,"USD 18,000 - 24,000 / YEARLY",excel,"1,500 - 2,000",junior internal communications brand officer excel,internship
swine product executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",swine product executive communication,administration
management trainee production/qc,Internship,"USD 18,000 - 24,000 / YEARLY",excel,"1,500 - 2,000",management trainee production/qc excel,internship
customer service representative - social media project,Contract,"USD 45,000 - 90,750 / YEARLY",communication,"3,750 - 7,562",customer service representative - social media project communication,digital_marketing
outbound quality assurance executive - call centre,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",outbound quality assurance executive - call centre excel,software_dev
screenwriter,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",screenwriter communication,administration
farm supervisor,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",farm supervisor communication,administration
sales executive melaka seremban,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",sales executive melaka seremban excel,sales
project manager - secondary process surface treatment/coating,Contract,"USD 75,000 - 110,000 / YEARLY",excel,"6,250 - 9,167",project manager - secondary process surface treatment/coating excel,management
project architect,Contract,"USD 70,000 - 115,500 / YEARLY",communication,"5,833 - 9,625",project architect communication,administration
engineer production production program control,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",engineer production production program control communication,technical_support
credit control executive fresh graduates welcome,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",credit control executive fresh graduates welcome excel,administration
performance marketing,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",performance marketing excel,digital_marketing
sales executive automotive lubricants,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",sales executive automotive lubricants excel,sales
customer quality engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",customer quality engineer communication,software_dev
mall manager / operation manager,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",mall manager / operation manager excel,management
field trainer outsource,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",field trainer outsource communication,administration
manager supply chain,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",manager supply chain communication,procurement
marketing promoter,Full-time,"USD 50,000 - 75,000 / YEARLY",excel data analysis,"4,167 - 6,250",marketing promoter excel data analysis,digital_marketing
marketing manager,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",marketing manager communication,digital_marketing
estate manager - palm oil,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",estate manager - palm oil communication,management
consumer marketing senior executive,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",consumer marketing senior executive communication,digital_marketing
production operations coordinator,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",production operations coordinator excel,administration
technical support sales associate mandarin english cantonese speaker wfh,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",technical support sales associate mandarin english cantonese speaker wfh excel,technical_support
procurement cum operation assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",procurement cum operation assistant excel,procurement
cantonese interpreter - work from home night shift,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",cantonese interpreter - work from home night shift communication,administration
senior php web developer,Full-time,"USD 70,000 - 105,000 / YEARLY",java,"5,833 - 8,750",senior php web developer java,backend_dev
trade marketing executive,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",trade marketing executive excel,digital_marketing
assistant manager quality assurance lumut,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",assistant manager quality assurance lumut communication,software_dev
junior / senior broker,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",junior / senior broker communication,administration
senior executive inpatient claims,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",senior executive inpatient claims excel,administration
executive - shipping logistics,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",executive - shipping logistics communication,procurement
operation clerk/runner pass paper,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",operation clerk/runner pass paper communication,administration
manager - research and consultancy,Full-time,"USD 75,000 - 100,000 / YEARLY",excel data analysis,"6,250 - 8,333",manager - research and consultancy excel data analysis,management
data abstractor clinical research,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",data abstractor clinical research communication,administration
intern,Internship,"USD 18,000 - 24,000 / YEARLY",excel,"1,500 - 2,000",intern excel,internship
customer service specialist mandarin live chat wfh,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",customer service specialist mandarin live chat wfh communication,customer_service
automotive production supervisor,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",automotive production supervisor communication,administration
supply chain - halal qc executive,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",supply chain - halal qc executive communication,procurement
makeup artist,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",makeup artist excel,administration
programme coordinator,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",programme coordinator communication,administration
tiktok operation livestream,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",tiktok operation livestream communication,administration
service assistant manager,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",service assistant manager excel,customer_service
pharmacy technician,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",pharmacy technician communication,administration
senior conveyancing lawyer,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",senior conveyancing lawyer communication,administration
central sales lead figure income,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",central sales lead figure income communication,sales
